fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.849108763689799,1.033001815332574,0.06305347417861211,2.2832084507167267,0.06731051330246503,12.203564945240807,31.0,0.9950035649452408,3.508982175273796,0.4544277934288969,11.359287010951839,4
6.701283119060369,0.4251576020123964,0.20789958077129028,2.0082845164894008,0.09863709893794469,4.305718278368664,7.917154835105992,0.9946750292901063,3.473629010620553,0.5861143655673733,11.201283119060369,4
7.745957728384508,0.6149020474104152,0.15116605036688768,3.4346393678611307,0.05603233817292386,4.508084543230984,9.245957728384509,0.9961576678992662,3.355404227161549,0.5524595772838451,11.17055350122296,4
6.628545098607645,0.7948388721724355,0.06374308838450668,5.021547056265599,0.07707182352088533,23.803406866297777,47.16068137325956,0.9957264272549304,3.5558977940110665,0.5064272549303822,11.007182352088533,4
6.961193833671828,0.9821642225440952,0.06507463807589554,2.337313404810261,0.06961193833671829,17.69403083164086,30.507463807589552,0.996759850536077,3.493880616632817,0.5494776273543563,10.738806166328171,4
5.771057101216308,0.6670407028344848,0.021447144939184586,1.6710571012163082,0.07429809662612306,6.0,13.0,0.9954532579800318,3.6400433381914308,0.6171490483130615,10.071490483130615,4
9.761301123764197,0.5459440027531101,0.20532528094104902,2.1786384832936716,0.09866566011763113,5.653252809410491,14.0,0.997834674719059,3.3313313202352623,0.5234674719058952,9.947987921411574,4
6.485822235672434,0.9900619731416633,0.0,2.0516172876867875,0.08279353084925285,16.483827123132127,24.0,0.9947426768170986,3.5683207391715492,0.5407088882163783,11.034824679402279,4
8.035228639316582,0.6566923295363487,0.18716260069413726,1.4919766254338358,0.07719181890184253,28.12327243926299,116.27205264750417,0.9969272052647504,3.207337909940369,1.068650402776549,9.212327243926298,4
6.783338724538866,0.8364210136504109,0.11867670843553821,1.8196091116562039,0.07017654669937222,25.264658312892358,79.75488610429746,0.9956672605468702,3.46151873573636,0.537696252852728,9.81813519355867,4
8.27223016366795,0.9585841269204135,0.11387142885813906,2.574555557785526,0.0943871428858139,11.589603173010339,74.79753971280357,0.9978456230243946,3.382831746159173,0.6164158730795865,10.179753971280357,4
7.314097106473115,0.35916311920752464,0.23577086805806552,2.022907798018812,0.06751102010965042,27.964757233817213,48.229077980188116,0.9958391200100803,3.432995635125537,0.5431718489564509,9.996475723381721,4
9.810368878265558,0.5296903090745338,0.21759221956638952,2.221572768482363,0.10019902744579869,5.775922195663895,14.0,0.9978224077804336,3.3343980548915972,0.5222407780433611,9.966388329349584,4
9.570936444866717,0.6331207956087541,0.2768792043912459,3.1914223961829666,0.11994581926488956,30.827877212405358,49.40857760381704,0.9973096612185193,3.4595711198091483,0.716771984343533,10.417212278759465,4
9.944299209704381,0.9375950131715937,0.2145046779895664,3.338940866550738,0.10316822599652213,11.915887001738934,85.96947043327538,1.0007801871195825,3.439769461351882,0.635115269324059,11.275576346620296,4
7.621043586695418,0.41900293349074574,0.44099706650925424,2.5462028503575924,0.0756898574821204,20.520578384833783,82.78956413304583,0.997221518859857,3.3038608551072777,0.6852057838483377,9.546202850357592,4
6.701220721955792,0.6718292792905073,0.0036585585810144025,3.75121621284784,0.0597439189357608,10.63414414189856,20.0,0.9951763432450622,3.3987801798657986,0.6551225231063744,11.324387384468128,4
8.893677738364048,0.7856322261635952,0.032262915188651806,1.754741696226964,0.07593677738364048,4.25790282704494,14.0,0.9976647263248416,3.2977370848113483,0.5503161130817976,10.035273675158422,4
6.09746744756596,0.7568035480806392,0.0051266276217019745,1.9974674475659606,0.06341775174780132,6.0,13.0,0.9963563266049325,3.6019621311173045,0.6117088758739007,10.017088758739007,4
7.03017084812091,0.6898814068045341,0.0,3.7035577958639756,0.06495256272181366,11.33135678007557,21.325427120302276,0.9959072060182342,3.42680502539471,0.5268643219924432,11.071015083833748,4
7.408188785865861,0.6920624010872415,0.06505631923893102,2.4717503956510343,0.05814124802174474,5.0706240108724145,9.282496043489656,0.9963425996834792,3.394831042283207,0.5542374406523449,10.836438390214827,4
7.15350308187632,0.6186474213972141,0.05010866037125368,3.2794680502195015,0.10438404150658505,13.113525786027859,27.897340251097507,0.9973230197862436,3.4468115471616714,0.5769202075329253,10.3794680502195,4
9.32890284104582,0.802199933735669,0.211432253789398,2.58606410999281,0.0942903172367475,17.854196968481602,100.1367812474933,0.9993721282199856,3.314335426156873,0.8456259090544481,10.35754791683378,4
10.172106622332551,0.5847914284007165,0.3252085715992835,2.7199163746411363,0.12796142163110066,32.360271782416305,49.880083625358864,0.9976208551927369,3.435995818732057,0.7592075262822977,10.263972821758369,4
6.061695759915162,0.7469663339766697,0.006915212004241892,1.961695759915162,0.06461014133616126,6.0,13.0,0.9962573582690986,3.6061354946765642,0.6123050706680806,10.023050706680806,4
6.337408749711504,0.9545346880048668,0.0,2.4302006216823036,0.0781368625375044,15.87773750865486,23.251825005769906,0.9944653923117643,3.5638138752019466,0.5518704374855753,11.312226249134513,4
7.349745298112786,0.8526320763595756,0.020289622907872687,1.8971037709212732,0.05864735847280842,4.647358472808487,9.618396182021218,0.9970187396276136,3.434446224372976,0.42063018619318826,9.391311312763818,4
7.04473813683015,0.7584638549220443,0.05127182193082084,1.8978055070314916,0.06987281780691791,17.850872877232835,37.74563561383583,0.9959743840659825,3.4338154657924624,0.5182892794754774,9.850872877232833,4
8.6416285834471,0.6976636325395593,0.492389621315545,3.3492389621315546,0.3490882653561901,28.954337727893268,64.93911697052437,0.999929946746145,3.1765449256686313,1.3502587152838976,9.603044151473782,4
7.74240973241508,0.6159132262617022,0.1499952116969765,3.4211569831773048,0.05606072214067928,4.51518053516984,9.24240973241508,0.996160009576606,3.355759026758492,0.5524240973241509,11.166650705656588,4
6.854065270104319,1.0417685336095346,0.053109790515647785,2.352641014426248,0.06054065270104318,11.885163175260796,29.73679492786876,0.9948091869459792,3.5031097905156474,0.44492878721609647,11.445934729895681,4
7.970798123080734,0.7727875991511673,0.024424801697665303,1.794689978779184,0.07099116076394939,4.778759915116735,13.610620042441633,0.9974704432577206,3.40681398726751,0.5672565970290857,9.81681398726751,4
6.806124161804537,0.8023178331944154,0.002886305532402558,2.1288630553240258,0.06288630553240256,5.711369446759744,13.288630553240257,0.9966573178331944,3.512069750625131,0.6013410834027924,10.288630553240257,4
7.486266490008344,0.9162138618903841,0.14375235571547756,2.1,0.07063152090727992,11.581238221422613,36.02514134292865,0.9959725329800168,3.426247644284522,0.4718761778577388,10.478724087129747,4
8.640269503459708,0.8082549138903191,0.06791959472064901,3.037583384033856,0.10387249847898432,27.543627152742022,59.456372847257974,0.9999582544681318,3.5660402026396754,0.7416107801383883,9.815436271527421,4
8.135876346306379,0.5882061826846811,0.11547362444515619,3.337719796290365,0.0791324446853216,8.594299490725913,17.113159388871097,0.9962849290974161,3.39707458879597,0.5407543959258073,10.933947816661329,4
10.443393503226979,0.6516383326538497,0.26096882195027704,3.939107319061903,0.08215267475365877,26.0,54.60892680938097,0.9991049327200141,3.3070758120966275,0.6401115851172621,9.693482113489683,4
7.3777353052336405,0.5531094122093456,0.043992354942055265,1.6621882441869125,0.07282917658915883,17.0,42.20729414728971,0.9957036470736449,3.364299410949533,0.48155470610467277,9.015547061046728,4
8.602943850374528,0.5896565507896383,0.4692834225551365,2.1395481285684492,0.25840026744277794,28.683021390969603,102.16978609030397,0.9980078502676654,3.0186262031585533,1.4162117648106503,9.200981283458177,4
11.908575421468512,0.5151100175449794,0.42413680829990263,4.338702387673231,0.07349478160041334,26.0,50.61297612326769,0.9983889915554188,3.1239280723164358,0.5901622015408461,9.626882935387794,4
4.821812396654686,0.5421812396654687,0.14049375442908482,2.1760499645673215,0.056661748759856245,9.140749468509819,64.74650011810893,0.9938341185477384,3.8809875088581696,0.5701399952756429,12.890862597439867,4
8.302007953522011,0.8405323034135256,0.013915509367921353,2.2411630472012245,0.06979920464779892,4.979920464779891,13.959840929559782,0.9966895586416856,3.3195984092955975,0.5797992046477989,11.010039767610055,4
7.984233848040443,0.3967764615502528,0.34842338480404433,4.946113851106164,0.0667623999386856,3.3223538449747227,9.032938465075832,0.9953247520012263,3.3315766151959556,0.5664470768994945,11.806587693015166,4
8.157037666243609,0.831974889170927,0.03612385528761938,3.0908618904400984,0.09542962333756391,23.148116687819524,63.66175775803511,0.9997005371485199,3.523949778341854,0.6952836779611025,9.685924667512781,4
8.347215607141742,0.5235007175604255,0.3057829577374074,5.154117053563063,0.05203712523811009,3.254640654763764,9.490718690472473,0.9960521466083362,3.300371252381101,0.5014326494043344,11.261542101185086,4
7.58150272222393,0.727343847500845,0.09688442833297484,1.8955491833328213,0.07201388022214704,4.0,7.68150272222393,0.9963782770233377,3.3854797822220855,0.40962431944401767,9.832543738884963,4
6.511703782143408,0.7610227859889687,0.01678404980772194,2.1959088560441256,0.05952045571977935,5.760227859889687,12.040911439558746,0.9965632729151647,3.539647850576834,0.5956136715933812,10.215794926099282,4
8.94697801502745,0.7054953655097063,0.1030030896601958,2.240436125939216,0.08334392155994114,5.4043612593921555,14.0,0.9971447973853313,3.328087225187843,0.5557383244364706,10.595638740607844,4
7.081266192594826,0.6752842381144984,0.010568476228996832,2.714728565650475,0.06492635717174762,9.943152377100317,20.0,0.9957360465745487,3.3020413327940443,0.8347803819539177,10.426098090230411,4
8.770527268682185,0.7979472731317815,0.027644772575581945,1.8471045484883613,0.07470527268682185,4.411840914147269,14.0,0.9974646068116085,3.302355227424418,0.5564736365658908,10.235393188391448,4
6.162716160296811,0.8162649387229372,0.07837550931972947,2.0348868266542994,0.07548734720408115,10.60452693382802,66.30226346691401,0.9948650464002783,3.5418775465986476,0.5860452693382802,10.690812586209082,4
8.895634518318694,0.7664094171150435,0.03718116576991303,1.6352354278760872,0.07673152459646086,4.1409417115043485,13.929529144247827,0.9979041596361771,3.3111412567256524,0.5449329599026522,9.721141256725652,4
9.426708191185403,0.5845929111681594,0.3321823125203315,3.08794700676086,0.08495114934017912,18.524425329910436,46.50814177663681,0.9976846902961062,3.2244300756354227,0.5201628355327362,9.350814177663683,4
6.290930032267068,0.7909454251866929,0.001748654466674368,2.089508073199954,0.06052459634000231,5.965026910666513,13.209838536000925,0.9966232129171199,3.5798578040932885,0.6040545748133072,9.986010764266606,4
6.412429722348555,0.5474016112879763,0.07881324988630098,3.9497188893942177,0.11479638324995405,13.627108329543367,29.632730541659008,0.9965613493309078,3.493785138825723,0.6563273054165901,11.099437778788436,4
7.515306019837085,0.48994891289410497,0.17540819404887462,2.3498722822352622,0.07480484321909432,27.461734950407287,51.498722822352626,0.9969684050363357,3.475752529215381,0.588443854463344,9.946173495040728,4
7.34932763454317,0.3820629624530603,0.22520170963704908,2.080157406132651,0.0687881267521899,27.876680913642076,48.801574061326505,0.9960368513488735,3.440482122340424,0.5510987177722132,9.987668091364208,4
8.955013547067471,0.7794986452932529,0.0345630080150302,1.7087398396993962,0.07655013547067473,4.18123306616566,14.0,0.9977643970139847,3.2954369919849698,0.5472493226466264,9.935602986015358,4
6.860102239579934,1.0853452612843257,0.05601022395799335,2.0933503732633225,0.062462917882069105,12.332481336833887,30.534526128432557,0.9947714066050323,3.515319701389342,0.4379795520840133,11.386700746526644,4
9.084767285780936,0.8372098954269769,0.09918707663488877,1.9294396753549705,0.08224862181987834,5.258879350709941,17.705603246450295,0.9965845621351643,3.3103551740283974,0.4607103480567953,9.703551740283975,4
7.265948396276158,0.792766988201882,0.12787118396862027,4.110655896129691,0.08112763443410044,17.893677358158943,45.29789245271965,0.9965199905472218,3.4651077405585764,0.5127658066046027,10.348946226359823,4
9.609669207950644,0.9413268489296691,0.19152917981648898,3.178560287461581,0.1021529179816489,11.158171223241728,82.99474675840717,1.0001537839556567,3.417346302140662,0.6336731510703308,10.999474675840718,4
10.998978780506954,0.45322731480484524,0.4120455246747421,1.6559089506505158,0.13581820986989684,34.88182098698968,50.58068287012113,0.9979965918207717,3.3869886188313143,0.8152728394795874,9.91397723766263,4
7.383435591509615,0.7983435591509616,0.030709903221016466,3.054320774231868,0.08740122709811539,22.31481161347802,61.81893075256044,0.9988475810862403,3.661419806442033,0.6872427698975825,10.475617870862363,4
7.221790052052519,0.9538291313949868,0.03193490719809022,2.262115516062068,0.0888146458804297,14.822782480668423,65.79023607971354,0.9965774856722197,3.4004068300119363,0.6241952784057293,9.480650928019099,4
8.672795800029965,0.8045376228537182,0.07200861486090998,3.021784897128302,0.10434645308615093,27.636559428657044,59.363440571342956,0.9999406902679839,3.563995692569545,0.7429118320011986,9.816365594286571,4
8.00634293110327,0.36971189575171914,0.2728531595861986,1.9342936808276028,0.08014126383447943,29.31412638344794,48.492797393792976,0.9961870910746206,3.4217867101034503,0.5925650553379178,9.9835734202069,4
7.578137919652927,0.3982105727398406,0.25112551678611705,2.1483402238148943,0.07089393087514098,25.960321922545205,47.62914944046276,0.9961011825147742,3.398477702439335,0.5344372416069415,9.870202304161968,4
9.2718097275633,0.7360788882784801,0.14731322289367194,2.73083527518354,0.11307494174449378,29.348027793038,57.651972206962,0.9996172227471158,3.526343388553164,0.766872389102532,9.83348027793038,4
5.855357019445886,0.7579947682699493,0.09246280327539688,2.047693457523088,0.07126115901738093,10.092261699076477,66.04613084953824,0.9945768972057305,3.6123140163769842,0.5809226169907648,11.16465792835426,4
7.838245726185254,0.44329592587211064,0.2615298290474101,2.287064387298802,0.07453544016659355,24.052864674641473,47.282339031753,0.9964202480907872,3.3689988176990044,0.5292350854762949,9.748818661113548,4
7.201760432650486,0.4150837133690526,0.21421211357075273,2.44207805307281,0.06847359351024271,27.38600270406554,47.87720054081311,0.9957550880216325,3.448419918878034,0.5350880216325243,10.14735935102427,4
6.625288424804156,0.545015817431941,0.1458131742185675,2.1,0.0855173054882493,4.784890214845271,9.354670644535812,0.9954127391169937,3.4988667661133954,0.591773353222679,10.850576849608311,4
6.7366801121056845,1.0491700280264211,0.07633198878943154,2.2633198878943155,0.06589959663682947,17.71619607630104,31.816599439471577,0.9961718870583123,3.5181659943947157,0.5443239215260207,11.073360224211369,4
7.939134908570218,0.5598465510574878,0.21491451982817208,4.16871265256683,0.054486920731438196,4.121730182859563,9.43913490857022,0.9960301709603436,3.336086509142978,0.5543913490857022,11.38304839942724,4
7.188472214712454,0.75071806449218,0.20585554894695934,2.226166657654945,0.08172277798805129,15.769444294249077,73.40805530022342,0.9962342638656086,3.338691667117253,0.6376944429424907,9.475388885884982,4
7.647751699937449,0.83388266537077,0.10940196785044096,2.0925359571339213,0.08977607871401763,11.537320214330393,70.70143828535686,0.9964411824334951,3.2805980321495594,0.5953732021433039,9.307464042866078,4
8.439724425167173,0.5341131540030433,0.28246262907598463,5.064350715927017,0.05602755748328284,3.602755748328284,11.205511496656568,0.9959734329891307,3.2920551149665656,0.5660275574832828,11.698622125835858,4
7.253346867753249,0.9852578927731444,0.11047812396474979,2.1,0.06680498425594622,11.74760938017625,34.02868743788498,0.9955066937355065,3.45952187603525,0.4552390619823749,10.844740636387753,4
7.947551648916769,0.5242110868731811,0.3357889131268189,2.401088156036992,0.08294559219815041,16.52992429101727,79.52448351083231,0.9972795647375852,3.2603264468110975,0.6452992429101727,9.401088156036991,4
9.0554339646615,0.8493432237081981,0.09412041207789529,1.9161063475734086,0.08150195546411088,5.232212695146817,17.838936524265915,0.9965408288200408,3.3092885078058725,0.4585770156117454,9.692885078058726,4
11.977787781027757,0.44895320306020253,0.46489364331864214,4.248936433186421,0.06969872371982372,26.200850853450863,48.89957457327457,0.9978650045014624,3.088161662155664,0.566987237198237,9.640170170690173,4
6.546443511450716,1.0323221755725358,0.04928870229014309,2.1848326335880364,0.07314225954197139,18.232217557253577,28.928870229014308,0.9956699895229025,3.546872385496125,0.5623221755725357,11.076778244274642,4
6.5630658583341965,0.8072119591681342,0.08456447138886011,3.030315422217618,0.09256103977761664,16.717764305569943,31.543552861113987,0.9966260630844436,3.5108710572222797,0.6156447138886011,11.0,4
9.043883266578728,0.7308623205020597,0.07367004005276306,2.0395810784666297,0.07538121910700732,3.906472110964547,13.625888443858187,0.9977811447396571,3.2890647211096455,0.5418705577807091,9.91511414478154,4
7.623628392645186,0.7520312108376317,0.1735747390602182,3.4151670143010278,0.08212118997956996,15.509144049032095,44.50304801634403,0.9968935674323184,3.411455741103222,0.5187271398774198,9.951524008172015,4
12.067477249379053,0.47753470610625465,0.46778937226541084,4.301273330795781,0.07210416473275055,24.947917633624723,48.64930587787491,0.9980415509796459,3.0745485885487565,0.5629861175574982,9.56493058778749,4
8.393983212361348,0.6672924455626064,0.19060167876386525,2.1578824865294326,0.09221781760697517,11.962686022184398,77.6473865610071,0.9973503731397781,3.197593284944539,0.6218889744848581,9.193983212361347,4
7.527708053071418,0.7007154862703519,0.10818130885500224,1.9116875840785748,0.07438084566485755,4.0,7.627708053071418,0.9962394867769242,3.3897833557542865,0.42307298673214555,9.956271477935738,4
7.832075508274331,0.6958490803783152,0.08037734751770066,2.864622700945788,0.0862877371749445,26.66981122931417,56.64622700945788,0.9987462737901898,3.5430660455082954,0.6597169893617245,9.866981122931417,4
9.058218378200984,0.7914616938060436,0.04139272072663387,1.6278544145326774,0.07758218378200983,4.139272072663387,14.696360363316936,0.9977437393862993,3.291392720726634,0.5260727927336613,9.686072792733661,4
11.264151135621777,0.5465094205064758,0.39525158706433616,4.7265722918026745,0.07185377329656734,25.382075567810887,48.58805037854059,0.9976097799504633,3.159166649686743,0.5555817632489207,9.929559697167527,4
8.779563464428918,0.7204305574899756,0.20476653227288377,5.182080031521364,0.07558065480335663,24.13978173221446,47.75985448814297,0.9966242268408901,3.3786385606421123,0.526594907085004,10.592116409485621,4
6.653729385126597,0.9399808362035518,0.01866155632094714,2.413576074755011,0.0722065156907924,32.998083620355175,72.19693379256829,0.9972408240432473,3.669980836203552,0.6080306620743171,10.126577235616576,4
6.669771867118468,0.6763664450169425,0.0,4.1090066494917235,0.05954657800677702,11.106107416949042,20.42442966779617,0.995208932992542,3.4425724808135674,0.5493892583050958,11.566563682712108,4
6.4577194422449065,0.7439909760714143,0.0,3.8137735858164206,0.062496472508162204,12.268416732652815,20.845611155101878,0.9947721845777245,3.479596390428566,0.5578859721122453,11.673158326734718,4
6.391004927839651,1.0306172415812926,0.00910049278396507,2.015167487973275,0.07966315264587948,16.241625601336246,25.06172415812926,0.9944352201982851,3.57786600962138,0.5317990144320699,11.23033497594655,4
7.725933518645342,0.8422199444063974,0.018703324067732893,2.375311172881781,0.07476555864408904,12.0,26.182054474568837,0.9969887238244102,3.420523868813421,0.45064833796613357,10.161099722031986,4
7.901208688148427,0.7407856472964778,0.05963739355547178,2.9769641182411943,0.0887938149453805,26.49697827962893,57.769641182411945,0.9991342837622331,3.5577568462315408,0.6752719548333962,9.849697827962894,4
9.023183887771802,0.8136502044111914,0.04256053707427323,1.6512107414854647,0.07723183887771803,4.2560537074273235,15.280268537136616,0.9975288611783337,3.2925605370742734,0.5143946292572678,9.674394629257266,4
8.749701347896332,0.6079880539158532,0.29094624262133956,2.7597610783170645,0.08746348104422752,17.0,45.865870261056884,0.9975329351305284,3.2636885678209357,0.5089940269579266,9.289940269579267,4
8.910746275204028,0.5774198567231631,0.14537573067168963,1.8698896848713165,0.0896665802310108,7.29033094538605,16.5806618907721,0.9972408565903328,3.266881246428124,0.7608617764720628,9.655911747897052,4
7.0425247885555855,0.4600746877064963,0.19961797657591737,2.195016525703724,0.09154818217259036,4.2375413142593095,7.475082628518619,0.9950238202342407,3.4257475211444413,0.5728737605722207,11.281229342870345,4
7.661617181619125,0.6861617181619126,0.01753531273523499,1.4478812358859008,0.07310910926914425,9.36970308971475,20.492937452953,0.9966823868575927,3.1958792162800327,1.0035946947922847,9.249293745295299,4
7.286788022046587,0.7876379278467049,0.12236207215329502,4.642171103595459,0.08207873573844317,20.947509507704556,46.657918251284094,0.9963631136875859,3.4705338404109094,0.5034208174871591,10.550044677439775,4
7.885508765606415,0.7943473703180755,0.010724561719679226,2.4285029218688052,0.07742514609344026,12.0,25.251198867295912,0.9974115982288569,3.4032365503926383,0.4546377191401604,9.921736851590376,4
8.712788920656774,0.748958398141495,0.03889368263044793,1.5889368263044794,0.07822126347391041,4.2212634739104145,13.889368263044792,0.9976658921543953,3.3309337426734267,0.5488505389564166,9.744252694782082,4
11.57871375040711,0.5244900374715024,0.41936805419787837,4.66890247909203,0.07138192937438934,25.539356875203556,48.69290458346904,0.9977345564543282,3.1313802853807053,0.5592516604214163,9.84567633322477,4
7.9470136052016205,0.7758959184395137,0.007649319739918945,2.449004535067207,0.07845022675336036,12.0,24.892420636323877,0.9975745860537842,3.3965735261031575,0.4561753401300405,9.829479592197568,4
7.982170167551707,0.52766461381271,0.3112404413569028,1.937016019616404,0.07721898896607743,25.013563547198164,105.09494483038715,0.9972,3.2235659664896588,0.9531393379646458,9.298643645280183,4
6.471629927147919,0.5956754438935464,0.07256797318629374,1.662163707376357,0.08466220658707027,6.0,13.202704634220446,0.9955516270685016,3.5951345170494573,0.5997295365779554,10.079729536577956,4
5.374793568371935,0.9240528464967848,0.10596366803346047,1.5799009128185284,0.049197687965765666,38.1515688803733,84.85008257265123,0.9943097192529858,3.6855355062400275,0.5129818340167303,10.365074315386103,4
7.2668022323722266,0.39229251395232645,0.27668022323722263,3.0628558599770943,0.09007892744790263,3.7707486047673586,7.687754185697925,0.9948584214510419,3.4033197767627774,0.5754149720953472,11.537550837139586,4
8.877802054714452,0.7872197945285547,0.03166757705179199,1.7666484589641605,0.07577802054714453,4.277747431606934,14.0,0.997638928338911,3.298332422948208,0.5511098972642774,10.061071661089013,4
8.864135185220476,0.5797895870843688,0.17280876877105783,2.244007307309215,0.0909615710714812,6.0,13.720036536546074,0.9974752423823935,3.4099908658634814,0.5451967117108534,10.0,4
8.371770473422941,0.6853106966339573,0.14995242317473406,3.671294705170281,0.06282295265770595,4.282295265770594,12.564590531541189,0.9963267935382008,3.3056459053154117,0.5728229526577059,11.358852367114702,4
8.54484124442632,0.820515875557368,0.019181546665987002,2.01636906668026,0.0724484124442632,4.6939484444671,14.0,0.9970978670221928,3.310818453334013,0.567757937778684,10.60213297780723,4
6.920557337940096,0.7913622216737981,0.4789845343863077,2.3145511133048076,0.3033606895086082,36.88451999012837,77.68359109356155,0.996452198228584,3.288151687781072,1.1750588461116538,9.996996887682355,4
8.817264046700103,0.5302158870688344,0.1871221976295399,2.0985607528744374,0.09720862164514009,6.0,13.748200941093048,0.9970899266538824,3.4205756988502247,0.5451799058906953,10.025179905890695,4
6.830860801299217,1.0727152003248042,0.06691391987007839,2.1691391987007838,0.06307417596102352,14.419871954527437,31.34569599350392,0.9953807692690866,3.513456959935039,0.4783974390905487,11.261721602598433,4
6.772881598239002,0.46173109813656316,0.19641654796765784,2.1,0.09437289589434011,4.363195433602852,8.089586300808554,0.9949868273879389,3.4672396575202136,0.5854479315040427,11.145763196478004,4
8.318309887733275,0.8042604997934646,0.045704281079884945,2.575352698532124,0.06816901122667257,4.8169011226672565,13.633802245334513,0.996604788583787,3.316338022453345,0.5781690112266725,11.091549438666371,4
7.20830410261694,0.7271181178858417,0.22330761030290697,2.2499649231403276,0.08116748512672568,16.166082052338794,74.08233948897595,0.9962957427181125,3.3375017538429836,0.6416608205233879,9.483321641046777,4
7.059489149941816,0.7464171942141836,0.05004257083818199,1.8805959917345478,0.0699957429161818,17.80170283352728,37.9914858323636,0.995952749246752,3.430127712514546,0.5160766275087275,9.80170283352728,4
6.622188973076148,0.6549696227631314,0.05151976785423469,2.0379941963558674,0.06816412768017087,5.462005803644133,10.84802321457653,0.9957009122231169,3.509361625020357,0.5823404062550893,10.530395357084695,4
8.073641669805907,0.7273641669805908,0.0010543332077636927,2.436740007534178,0.08052555005650634,11.841850018835446,23.789133358447263,0.9979019793426255,3.368929501318481,0.4926843294406744,9.578913335844726,4
10.940588966600854,0.45159783162607037,0.409329719376784,1.6613405612464323,0.13473188775071357,34.77318877507136,50.53994579065176,0.9979612863518982,3.387667570155804,0.8109275510028543,9.915335140311608,4
6.817312479252071,0.9320655251974804,0.016550806719328112,2.513836680831915,0.07489772143285667,32.206552519748044,70.93048403159686,0.9975811824165084,3.6620655251974803,0.6206951596840313,10.089639117588243,4
7.3823877338645625,0.7299438017370534,0.18541220752191262,2.7576552825498055,0.07980032262310777,9.517666036653399,75.62366225657378,0.9972447539595218,3.662232320924301,0.6004710943107573,12.189400378007962,4
7.270746787631014,0.5733745082521577,0.11159461055872394,1.8108366116522816,0.0889365525850031,6.0,13.388545764565352,0.9960756990560743,3.5356653553390873,0.5811454235434648,10.061145423543465,4
7.465590650740403,0.6838228380516455,0.06927559264716639,2.4818898161791596,0.05839842404405839,5.01811018382084,9.072440735283362,0.9962957323536801,3.3850708514698353,0.5512677128674589,10.885511852943328,4
9.60588499057155,0.5230176963900528,0.21186725996771333,2.172123908944151,0.09903584117726869,6.383628273167545,14.76725654633509,0.9976337610816274,3.3182610645205055,0.5916106109912752,9.89769912715532,4
6.393211828248361,0.56326204158303,0.08389064542352512,3.7710247367188634,0.1202847312993445,14.203645152549162,30.524827977385286,0.9966350474264352,3.5061093545764748,0.6618541938980336,11.013576343503278,4
6.569539955076763,0.8182179236304966,0.08434866816410791,2.9957869062572655,0.09135254171900431,16.825665917946043,31.565133183589207,0.9966191573812515,3.5113026636717843,0.6134866816410791,11.0,4
7.082009505673865,0.47948800695631677,0.18843064005907167,2.221339670449243,0.08865263625058323,4.303349176123108,7.606698352246216,0.9951356935994092,3.4217990494326136,0.5708995247163068,11.248325411938447,4
7.4162509282340565,0.5546500371293623,0.05092516708213013,1.6930007425872453,0.07324000990116326,17.0,42.310002475290815,0.9957550012376455,3.3614749319295028,0.48232501856468113,9.02325018564681,4
6.858873872452386,0.5848686361176079,0.09147988679418628,1.734209092549281,0.08673351141079183,6.0,13.292761365686601,0.9958055870512362,3.5663163629802876,0.5907238634313399,10.07072386343134,4
9.364394458782767,0.5871191435628608,0.32898241815370965,3.0593163729542443,0.0852542972275433,18.37285138622835,46.45761712874278,0.9976762695214572,3.2279668009880047,0.5191523425748557,9.345761712874278,4
7.83896931186655,0.48380935175913076,0.36136074084670766,2.1339171961834946,0.07596598147883231,24.118558199165935,98.82990739416154,0.9972,3.25220613762669,0.8779588887299385,9.388144180083406,4
8.094246736552565,0.9684292210574573,0.14920870834891406,2.6134300927657117,0.08140290278297135,22.798548608514324,85.60671504638286,0.9981683483339565,3.5558511851574863,0.5770744074212569,10.985372037106286,4
7.960695462958092,0.7771390925916183,0.03544784027814316,2.3272392013907157,0.06491043194437132,5.0,11.87934664348807,0.9965388303449051,3.345447840278143,0.5672760798609284,10.957586932869761,4
8.431777882187639,0.657868875315607,0.2705422305750111,2.284489035062694,0.08505422305750111,12.581334586251664,43.79066729312583,0.9976,3.2968222117812362,0.5247288847124945,9.226355576437527,4
7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,6
6.341754171960392,0.6171927149504894,0.11357936467723635,1.8975447691683356,0.06140704108435692,6.708770859801958,12.582458280396084,0.9927645305209782,3.4816491656079216,0.5765966624316867,12.346664633623721,6
7.821035368444194,0.4692738342138527,0.2573038184194617,2.6539236316107653,0.08115108921083003,30.61185289472238,69.61185289472238,0.9972459100473832,3.3423705789444758,0.5550667605250141,9.69407355263881,6
7.525544474586838,0.6604708595087142,0.17673926327824502,1.8139493860652043,0.07786050613934796,11.860506139347958,39.13949386065204,0.9977139493860653,3.4846556753282756,0.6874455525413162,9.913949386065205,6
9.538216972802827,0.37370698163183036,0.5466284281171825,3.9864962380760414,0.07620211956904216,6.0,20.292144648535217,0.9971568753338067,3.2741571070292954,0.6547219480752132,11.974139632636607,6
